Year,Month,Day,Hour,Minute,Cloud Type,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,GHI
2017,1,1,0,0,1,168.89,0.128,1.8,1.137,309,91.39,6,980,0
2017,1,1,0,30,1,166.73,0.128,2,1.23,309,91.39,6,980,0
2017,1,1,1,0,1,162.25,0.128,2.3,1.325,302.1,91.88,6,980,0
2017,1,1,1,30,1,156.77,0.128,2.4,1.402,302.1,91.88,6,980,0
2017,1,1,2,0,1,150.87,0.128,2.5,1.479,307.1,92.83,6,980,0
2017,1,1,2,30,1,144.77,0.128,2.4,1.49,307.1,92.81,6,980,0
2017,1,1,3,0,1,138.59,0.128,2.3,1.501,316.8,93.35,6,980,0
2017,1,1,3,30,1,132.38,0.128,2.2,1.448,316.8,93.34,6,980,0
2017,1,1,4,0,1,126.18,0.128,2.1,1.396,326,92.48,6,980,0
2017,1,1,4,30,1,120.01,0.128,2.1,1.327,326,92.48,6,980,0
2017,1,1,5,0,1,113.91,0.128,2.1,1.259,336.6,92.12,6,980,0
2017,1,1,5,30,1,107.89,0.128,2,1.198,336.6,98.8,5,980,0
2017,1,1,6,0,1,101.97,0.128,2,1.139,347.4,97.84,5,980,0
2017,1,1,6,30,1,96.2,0.128,2.1,1.098,347.4,97.85,5,980,0
2017,1,1,7,0,1,90.59,0.128,2.2,1.058,4.4,93.47,6,980,0
2017,1,1,7,30,1,85.2,0.128,2.5,1.041,4.4,87.24,7,980,54
2017,1,1,8,0,1,80.07,0.128,2.8,1.025,11.9,84.05,8,980,136
2017,1,1,8,30,0,75.24,0.128,2.2,1.024,11.9,78.55,9,980,223
2017,1,1,9,0,0,70.8,0.128,1.6,1.024,0.8,73.7,10,980,307
2017,1,1,9,30,0,66.82,0.128,1.6,1.022,0.8,68.93,11,980,383
2017,1,1,10,0,1,63.39,0.128,1.7,1.022,274.8,63.65,12,980,457
2017,1,1,10,30,1,60.61,0.128,2.4,1.018,274.8,63.64,12,980,510
2017,1,1,11,0,1,58.56,0.128,3.2,1.016,262.2,59.6,13,980,546
2017,1,1,11,30,1,57.33,0.128,3.4,1.02,262.2,59.58,13,980,568
2017,1,1,12,0,0,56.98,0.128,3.6,1.025,259.5,56.61,14,980,574
2017,1,1,12,30,1,57.51,0.128,3.5,1.033,259.5,56.6,14,980,564
2017,1,1,13,0,1,58.91,0.128,3.5,1.042,252.9,57.23,14,980,539
2017,1,1,13,30,1,61.12,0.128,3.5,1.051,252.9,57.23,14,980,498
2017,1,1,14,0,1,64.04,0.128,3.6,1.06,243.8,58.37,14,980,442
2017,1,1,14,30,2,67.59,0.128,3.6,1.076,243.8,62.33,13,980,374
2017,1,1,15,0,2,71.68,0.128,3.6,1.092,236.9,69.05,12,980,294
2017,1,1,15,30,2,76.2,0.128,3,1.102,236.9,73.8,11,980,209
2017,1,1,16,0,2,81.09,0.128,2.4,1.113,227.2,84.18,10,980,120
2017,1,1,16,30,3,86.28,0.128,2,1.117,227.2,90.08,9,980,41
2017,1,1,17,0,3,91.73,0.128,1.6,1.123,220.4,99.87,8,980,0
2017,1,1,17,30,4,97.37,0.128,1.9,1.129,220.4,99.91,8,980,0
2017,1,1,18,0,8,103.17,0.128,2.2,1.136,216.6,95.33,9,980,0
2017,1,1,18,30,1,109.11,0.128,2.2,1.153,216.6,95.36,9,980,0
2017,1,1,19,0,4,115.15,0.128,2.3,1.171,219.6,95.82,9,980,0
2017,1,1,19,30,4,121.27,0.128,2.2,1.184,219.6,95.84,9,980,0
2017,1,1,20,0,8,127.44,0.128,2.1,1.198,213.8,96.15,9,980,0
2017,1,1,20,30,4,133.65,0.128,2,1.208,213.8,96.16,9,980,0
2017,1,1,21,0,8,139.85,0.128,1.9,1.219,203,96.22,9,980,0
2017,1,1,21,30,8,146.02,0.128,1.9,1.233,203,96.21,9,980,0
2017,1,1,22,0,8,152.08,0.128,1.9,1.247,193.9,96.45,9,980,0
2017,1,1,22,30,8,157.91,0.128,1.8,1.27,193.9,96.43,9,980,0
2017,1,1,23,0,4,163.24,0.128,1.7,1.293,190.6,97.07,9,980,0
2017,1,1,23,30,4,167.35,0.128,1.7,1.33,190.6,97.05,9,980,0
2017,1,2,0,0,8,168.81,0.128,1.7,1.367,194.7,98.03,9,980,0
2017,1,2,0,30,8,166.71,0.128,1.7,1.415,194.7,98.03,9,980,0
2017,1,2,1,0,4,162.27,0.128,1.8,1.463,207.8,98.78,9,980,0
2017,1,2,1,30,8,156.81,0.128,1.8,1.508,207.8,98.79,9,980,0
2017,1,2,2,0,8,150.92,0.128,1.9,1.553,223,99.4,9,980,0
2017,1,2,2,30,8,144.83,0.128,1.9,1.583,223,99.4,9,980,0
2017,1,2,3,0,8,138.65,0.128,1.9,1.613,231.6,99.29,9,980,0
2017,1,2,3,30,8,132.44,0.128,1.7,1.632,231.6,99.29,9,980,0
2017,1,2,4,0,8,126.23,0.128,1.6,1.652,234.8,98.55,9,980,0
2017,1,2,4,30,8,120.07,0.128,1.5,1.68,234.8,98.56,9,980,0
2017,1,2,5,0,8,113.96,0.128,1.5,1.708,224.9,97.49,9,980,0
2017,1,2,5,30,8,107.93,0.128,1.5,1.75,224.9,97.54,9,980,0
2017,1,2,6,0,8,102.02,0.128,1.6,1.792,224.2,96.83,9,980,0
2017,1,2,6,30,8,96.24,0.128,1.6,1.825,224.2,96.84,9,980,0
2017,1,2,7,0,8,90.62,0.128,1.6,1.859,206.6,95.87,9,980,0
2017,1,2,7,30,4,85.22,0.128,1.7,1.898,206.6,95.9,9,980,7
2017,1,2,8,0,8,80.08,0.128,1.9,1.937,200.8,96.07,9,980,18
2017,1,2,8,30,8,75.25,0.128,2,1.976,200.8,96.12,9,980,30
2017,1,2,9,0,8,70.8,0.128,2.3,2.017,206.3,88.19,10,980,41
2017,1,2,9,30,8,66.8,0.128,2.4,2.043,206.3,88.2,10,980,52
2017,1,2,10,0,8,63.36,0.128,2.5,2.069,206.9,87.62,10,980,105
2017,1,2,10,30,6,60.56,0.128,2.6,2.073,206.9,87.58,10,980,143
2017,1,2,11,0,8,58.5,0.128,2.7,2.078,201.2,87.16,10,980,172
2017,1,2,11,30,8,57.25,0.128,2.8,2.058,201.2,87.14,10,980,187
2017,1,2,12,0,8,56.89,0.128,3,2.039,209.5,81.47,11,980,190
2017,1,2,12,30,8,57.41,0.128,3.1,2.017,209.5,81.47,11,980,298
2017,1,2,13,0,8,58.8,0.128,3.2,1.996,218.4,80.59,11,980,372
2017,1,2,13,30,8,60.99,0.128,3,1.973,218.4,80.59,11,980,332
2017,1,2,14,0,8,63.91,0.128,2.9,1.951,223.4,80.05,11,980,160
2017,1,2,14,30,8,67.46,0.128,2.7,1.938,223.4,80.06,11,980,205
2017,1,2,15,0,8,71.54,0.128,2.5,1.926,225.9,79.88,11,980,162
2017,1,2,15,30,7,76.06,0.128,1.9,1.907,225.9,85.43,10,980,115
2017,1,2,16,0,4,80.95,0.128,1.3,1.888,220,87.11,10,980,66
2017,1,2,16,30,4,86.14,0.128,1,1.877,220,93.22,9,980,22
2017,1,2,17,0,8,91.59,0.128,0.8,1.866,206.8,92.47,9,980,0
2017,1,2,17,30,8,97.23,0.128,0.8,1.859,206.8,92.5,9,980,0
2017,1,2,18,0,4,103.03,0.128,0.8,1.853,187,92.47,9,990,0
2017,1,2,18,30,8,108.97,0.128,0.7,1.85,187,92.48,9,990,0
2017,1,2,19,0,8,115.01,0.128,0.6,1.847,169.6,92.14,9,990,0
2017,1,2,19,30,8,121.13,0.128,0.6,1.859,169.6,92.16,9,990,0
2017,1,2,20,0,8,127.31,0.128,0.6,1.872,171.4,91.62,9,990,0
2017,1,2,20,30,8,133.51,0.128,0.7,1.884,171.4,91.64,9,990,0
2017,1,2,21,0,8,139.72,0.128,0.8,1.896,165.6,91.98,9,990,0
2017,1,2,21,30,8,145.88,0.128,0.8,1.902,165.6,91.98,9,990,0
2017,1,2,22,0,4,151.94,0.128,0.8,1.909,157.5,92.53,9,990,0
2017,1,2,22,30,4,157.77,0.128,0.7,1.908,157.5,92.53,9,990,0
2017,1,2,23,0,8,163.09,0.128,0.7,1.907,156.3,93.02,9,990,0
2017,1,2,23,30,8,167.22,0.128,0.6,1.903,156.3,93.02,9,990,0
2017,1,3,0,0,8,168.72,0.128,0.6,1.899,158.1,93.54,9,990,0
2017,1,3,0,30,4,166.68,0.128,0.6,1.894,158.1,93.53,9,990,0
2017,1,3,1,0,8,162.28,0.128,0.7,1.889,142.1,94.29,9,990,0
2017,1,3,1,30,8,156.84,0.128,0.6,1.89,142.1,94.29,9,990,0
2017,1,3,2,0,8,150.96,0.128,0.6,1.892,124.6,94.93,9,990,0
2017,1,3,2,30,8,144.88,0.128,0.6,1.886,124.6,94.92,9,990,0
2017,1,3,3,0,8,138.7,0.128,0.6,1.881,107.5,95.41,9,990,0
2017,1,3,3,30,8,132.49,0.128,0.6,1.87,107.5,95.4,9,990,0
2017,1,3,4,0,8,126.29,0.128,0.7,1.859,85.6,95.92,9,990,0
2017,1,3,4,30,8,120.12,0.128,0.8,1.841,85.6,95.93,9,990,0
2017,1,3,5,0,8,114,0.128,1,1.823,82.6,96.56,9,990,0
2017,1,3,5,30,8,107.98,0.128,1,1.81,82.6,96.56,9,990,0
2017,1,3,6,0,8,102.05,0.128,1.1,1.798,90.7,96.93,9,990,0
2017,1,3,6,30,8,96.27,0.128,1.1,1.792,90.7,96.93,9,990,0
2017,1,3,7,0,8,90.65,0.128,1.1,1.787,100,97.61,9,990,0
2017,1,3,7,30,8,85.24,0.128,1.3,1.779,100,97.62,9,990,39
2017,1,3,8,0,8,80.09,0.128,1.5,1.773,106,93.14,10,990,98
2017,1,3,8,30,8,75.25,0.128,1.4,1.771,106,93.16,10,990,161
2017,1,3,9,0,8,70.78,0.128,1.3,1.77,118.9,85.25,11,990,222
2017,1,3,9,30,8,66.78,0.128,1,1.781,118.9,79.78,12,990,277
2017,1,3,10,0,8,63.32,0.128,0.8,1.793,181.8,72.37,13,990,345
2017,1,3,10,30,8,60.5,0.128,0.9,1.803,181.8,72.34,13,990,349
2017,1,3,11,0,8,58.43,0.128,1,1.813,216.7,70.94,13,990,317
2017,1,3,11,30,8,57.17,0.128,1.2,1.829,216.7,70.89,13,990,333
2017,1,3,12,0,8,56.79,0.128,1.5,1.845,225.5,70.83,13,990,381
2017,1,3,12,30,8,57.29,0.128,1.7,1.855,225.5,70.81,13,990,313
2017,1,3,13,0,8,58.67,0.128,1.9,1.867,235.7,71.17,13,990,340
2017,1,3,13,30,8,60.86,0.128,2,1.878,235.7,71.17,13,990,223
2017,1,3,14,0,8,63.77,0.128,2.2,1.889,251.2,72.04,13,990,195
2017,1,3,14,30,8,67.32,0.128,2.1,1.901,251.2,76.96,12,990,182
2017,1,3,15,0,8,71.39,0.128,2.1,1.914,262,78.26,12,990,145
2017,1,3,15,30,8,75.91,0.128,1.5,1.912,262,83.64,11,990,103
2017,1,3,16,0,4,80.8,0.128,0.9,1.912,276.5,87.34,11,990,61
2017,1,3,16,30,4,86,0.128,0.8,1.874,276.5,87.34,10,990,22
2017,1,3,17,0,3,91.44,0.128,0.7,1.837,295.2,84.12,10,990,0
2017,1,3,17,30,7,97.08,0.128,0.6,1.815,295.2,89.96,10,990,0
2017,1,3,18,0,1,102.89,0.128,0.5,1.795,317.4,89.68,10,990,0
2017,1,3,18,30,1,108.83,0.128,0.5,1.794,317.4,89.69,10,990,0
2017,1,3,19,0,1,114.87,0.128,0.5,1.793,306.2,89.65,10,990,0
2017,1,3,19,30,0,120.99,0.128,0.5,1.786,306.2,89.65,10,990,0
2017,1,3,20,0,0,127.17,0.128,0.6,1.78,293.7,90.09,10,990,0
2017,1,3,20,30,0,133.37,0.128,0.6,1.76,293.7,90.1,10,990,0
2017,1,3,21,0,1,139.58,0.128,0.6,1.74,304.6,90.64,10,990,0
2017,1,3,21,30,0,145.74,0.128,0.5,1.723,304.6,90.63,9,990,0
2017,1,3,22,0,1,151.8,0.128,0.5,1.707,323.3,90.71,9,990,0
2017,1,3,22,30,0,157.63,0.128,0.6,1.72,323.3,97.05,9,990,0
2017,1,3,23,0,0,162.95,0.128,0.7,1.734,328.4,97.06,9,990,0
2017,1,3,23,30,0,167.08,0.128,0.8,1.763,328.4,97.04,9,990,0
2017,1,4,0,0,0,168.62,0.128,0.9,1.792,338.5,97.09,9,990,0
2017,1,4,0,30,0,166.64,0.128,0.9,1.827,338.5,97.09,9,990,0
2017,1,4,1,0,0,162.29,0.128,1,1.862,347.1,96.96,9,990,0
2017,1,4,1,30,1,156.87,0.128,0.9,1.895,347.1,96.95,9,990,0
2017,1,4,2,0,1,151,0.128,0.9,1.928,6.1,96.65,9,990,0
2017,1,4,2,30,1,144.92,0.128,0.9,1.947,6.1,96.63,9,990,0
2017,1,4,3,0,1,138.75,0.128,0.9,1.966,43.4,95.88,9,990,0
2017,1,4,3,30,1,132.54,0.128,0.9,1.993,43.4,95.89,9,990,0
2017,1,4,4,0,1,126.33,0.128,0.9,2.021,43.2,95.84,9,990,0
2017,1,4,4,30,1,120.16,0.128,0.8,2.025,43.2,95.85,9,990,0
2017,1,4,5,0,1,114.05,0.128,0.8,2.029,53.5,96.07,9,990,0
2017,1,4,5,30,1,108.01,0.128,0.7,2.033,53.5,96.08,9,990,0
2017,1,4,6,0,1,102.09,0.128,0.7,2.037,83.4,96.3,9,990,0
2017,1,4,6,30,1,96.29,0.128,0.6,2.066,83.4,96.3,9,990,0
2017,1,4,7,0,1,90.67,0.128,0.6,2.095,110.6,97.71,9,990,0
2017,1,4,7,30,1,85.25,0.128,0.8,2.116,110.6,97.72,9,990,52
2017,1,4,8,0,8,80.09,0.128,1,2.137,129.1,95.2,10,990,131
2017,1,4,8,30,8,75.24,0.128,1.2,2.162,129.1,89.02,10,990,216
2017,1,4,9,0,8,70.76,0.128,1.4,2.188,173.8,87.11,11,990,258
2017,1,4,9,30,8,66.74,0.128,1.6,2.253,173.8,87.09,11,990,322
2017,1,4,10,0,8,63.27,0.128,1.8,2.319,205.8,84.14,12,990,370
2017,1,4,10,30,3,60.44,0.128,1.9,2.391,205.8,84.1,12,990,252
2017,1,4,11,0,3,58.35,0.128,2.1,2.464,219.9,85.6,13,990,224
2017,1,4,11,30,7,57.07,0.128,2.3,2.504,219.9,85.55,13,990,314
2017,1,4,12,0,8,56.68,0.128,2.5,2.544,229.5,87.21,13,980,359
2017,1,4,12,30,3,57.17,0.128,2.6,2.52,229.5,87.18,13,980,272
2017,1,4,13,0,4,58.54,0.128,2.8,2.496,234.4,88.08,13,980,189
2017,1,4,13,30,3,60.72,0.128,2.8,2.433,234.4,88.07,13,980,188
2017,1,4,14,0,8,63.63,0.128,2.8,2.371,237.2,88.69,13,980,143
2017,1,4,14,30,8,67.17,0.128,2.6,2.333,237.2,88.69,13,980,164
2017,1,4,15,0,3,71.24,0.128,2.5,2.295,240.1,89.21,13,980,131
2017,1,4,15,30,3,75.76,0.128,2,2.277,240.1,95.29,12,980,94
2017,1,4,16,0,3,80.65,0.128,1.6,2.26,242.5,96.45,12,980,55
2017,1,4,16,30,7,85.85,0.128,1.3,2.251,242.5,100,11,980,20
2017,1,4,17,0,8,91.29,0.128,1,2.242,244.7,100,11,980,0
2017,1,4,17,30,8,96.94,0.128,0.7,2.227,244.7,100,11,980,0
2017,1,4,18,0,4,102.74,0.128,0.5,2.214,234.1,100,11,980,0
2017,1,4,18,30,8,108.68,0.128,0.4,2.212,234.1,100,11,980,0
2017,1,4,19,0,8,114.73,0.128,0.4,2.211,195.3,100,11,980,0
2017,1,4,19,30,8,120.85,0.128,0.4,2.222,195.3,100,11,980,0
2017,1,4,20,0,8,127.02,0.128,0.5,2.234,172.3,100,11,980,0
2017,1,4,20,30,1,133.23,0.128,0.6,2.227,172.3,100,11,980,0
2017,1,4,21,0,8,139.44,0.128,0.8,2.22,178.5,100,11,980,0
2017,1,4,21,30,8,145.6,0.128,0.9,2.21,178.5,100,11,980,0
2017,1,4,22,0,1,151.66,0.128,1,2.2,199.3,100,11,980,0
2017,1,4,22,30,1,157.48,0.128,1.1,2.219,199.3,100,11,980,0
2017,1,4,23,0,1,162.8,0.128,1.3,2.239,207.6,100,11,980,0
2017,1,4,23,30,1,166.93,0.128,1.4,2.299,207.6,100,11,980,0
2017,1,5,0,0,1,168.51,0.128,1.6,2.36,212.3,100,11,980,0
2017,1,5,0,30,1,166.59,0.128,1.6,2.439,212.3,100,11,980,0
2017,1,5,1,0,3,162.28,0.128,1.7,2.518,211.6,100,12,980,0
2017,1,5,1,30,3,156.89,0.128,1.7,2.579,211.6,100,12,980,0
2017,1,5,2,0,4,151.03,0.128,1.7,2.641,210.1,100,12,980,0
2017,1,5,2,30,4,144.96,0.128,1.7,2.668,210.1,100,12,980,0
2017,1,5,3,0,4,138.79,0.128,1.7,2.696,211.4,100,12,980,0
2017,1,5,3,30,3,132.58,0.128,1.7,2.693,211.4,100,12,980,0
2017,1,5,4,0,3,126.37,0.128,1.7,2.69,213.6,100,12,980,0
2017,1,5,4,30,1,120.2,0.128,1.7,2.659,213.6,100,12,980,0
2017,1,5,5,0,3,114.08,0.128,1.7,2.628,213.1,100,12,980,0
2017,1,5,5,30,3,108.04,0.128,1.7,2.594,213.1,100,12,980,0
2017,1,5,6,0,3,102.11,0.128,1.8,2.56,219.1,100,12,980,0
2017,1,5,6,30,4,96.32,0.128,1.9,2.522,219.1,100,12,980,0
2017,1,5,7,0,4,90.68,0.128,2,2.484,227.1,100,12,980,0
2017,1,5,7,30,1,85.26,0.128,2.3,2.448,227.1,100,12,980,53
2017,1,5,8,0,1,80.09,0.128,2.7,2.413,223.1,100,13,980,135
2017,1,5,8,30,3,75.22,0.128,2.7,2.461,223.1,100,13,980,220
2017,1,5,9,0,3,70.74,0.128,2.8,2.51,231.5,100,14,980,61
2017,1,5,9,30,3,66.7,0.128,2.9,2.55,231.5,100,14,980,77
2017,1,5,10,0,7,63.22,0.128,3,2.59,238.9,100,14,980,221
2017,1,5,10,30,3,60.37,0.128,3.2,2.558,238.9,100,14,980,157
2017,1,5,11,0,3,58.26,0.128,3.5,2.527,249.4,97.46,15,980,65
2017,1,5,11,30,3,56.97,0.128,3.7,2.459,249.4,97.4,15,980,130
2017,1,5,12,0,3,56.56,0.128,3.9,2.392,256.4,97.14,15,980,132
2017,1,5,12,30,3,57.05,0.128,4,2.35,256.4,97.11,15,980,214
2017,1,5,13,0,3,58.4,0.128,4.2,2.309,257.9,89.23,16,980,204
2017,1,5,13,30,4,60.58,0.128,4.3,2.301,257.9,89.22,16,980,189
2017,1,5,14,0,2,63.48,0.128,4.5,2.293,256.7,86.83,16,980,169
2017,1,5,14,30,3,67.02,0.128,4.5,2.249,256.7,92.62,15,980,144
2017,1,5,15,0,4,71.09,0.128,4.5,2.205,259,90.7,15,980,115
2017,1,5,15,30,4,75.61,0.128,3.9,2.137,259,96.78,14,980,83
2017,1,5,16,0,4,80.5,0.128,3.4,2.069,254.9,95.84,13,980,49
2017,1,5,16,30,3,85.7,0.128,3,1.981,254.9,100,12,980,18
2017,1,5,17,0,2,91.14,0.128,2.7,1.894,259.2,100,12,980,0
2017,1,5,17,30,2,96.79,0.128,2.4,1.809,259.2,100,12,980,0
2017,1,5,18,0,1,102.6,0.128,2.2,1.724,268,100,12,980,0
2017,1,5,18,30,1,108.54,0.128,2.2,1.644,268,100,11,980,0
2017,1,5,19,0,1,114.58,0.128,2.3,1.565,273.6,100,11,980,0
2017,1,5,19,30,1,120.7,0.128,2.1,1.5,273.6,100,11,980,0
2017,1,5,20,0,1,126.88,0.128,2,1.435,278.4,100,11,980,0
2017,1,5,20,30,1,133.09,0.128,1.9,1.38,278.4,100,10,980,0
2017,1,5,21,0,1,139.29,0.128,1.8,1.325,290,100,10,980,0
2017,1,5,21,30,1,145.45,0.128,1.8,1.28,290,100,10,980,0
2017,1,5,22,0,1,151.51,0.128,1.8,1.235,302.2,100,10,980,0
2017,1,5,22,30,1,157.33,0.128,1.7,1.202,302.2,100,9,980,0
2017,1,5,23,0,1,162.64,0.128,1.6,1.17,329.4,100,9,980,0
2017,1,5,23,30,1,166.78,0.128,1.6,1.142,329.4,100,9,980,0
2017,1,6,0,0,1,168.4,0.128,1.6,1.114,351,100,9,980,0
2017,1,6,0,30,1,166.54,0.128,1.6,1.085,351,100,8,980,0
2017,1,6,1,0,1,162.27,0.128,1.6,1.056,8.6,100,8,980,0
2017,1,6,1,30,1,156.91,0.128,1.6,1.02,8.6,100,8,980,0
2017,1,6,2,0,1,151.06,0.128,1.7,0.987,14,99.49,8,980,0
2017,1,6,2,30,1,145,0.128,1.7,0.952,14,100,7,980,0
2017,1,6,3,0,1,138.83,0.128,1.8,0.917,18.1,100,7,980,0
2017,1,6,3,30,1,132.62,0.128,1.8,0.891,18.1,100,7,980,0
2017,1,6,4,0,1,126.41,0.128,1.9,0.866,26.4,96.76,7,980,0
2017,1,6,4,30,1,120.23,0.128,2,0.861,26.4,96.77,6,980,0
2017,1,6,5,0,1,114.11,0.128,2.2,0.856,36.7,92.69,6,980,0
2017,1,6,5,30,1,108.07,0.128,2.2,0.866,36.7,99.37,6,980,0
2017,1,6,6,0,1,102.13,0.128,2.3,0.876,46.8,95.13,6,980,0
2017,1,6,6,30,1,96.33,0.128,2.5,0.884,46.8,95.17,6,980,0
2017,1,6,7,0,1,90.69,0.128,2.8,0.892,55,88.92,7,980,0
2017,1,6,7,30,1,85.26,0.128,3.2,0.898,55,83.06,8,980,58
2017,1,6,8,0,7,80.08,0.128,3.7,0.905,60,79.57,9,990,144
2017,1,6,8,30,3,75.2,0.128,3.8,0.92,60,74.4,10,990,166
2017,1,6,9,0,3,70.7,0.128,3.9,0.936,66.4,65.56,11,990,228
2017,1,6,9,30,8,66.66,0.128,3.9,0.953,66.4,61.34,12,990,339
2017,1,6,10,0,8,63.15,0.128,3.9,0.971,78.1,50.29,13,990,395
2017,1,6,10,30,1,60.29,0.128,3.5,0.978,78.1,50.27,13,990,521
2017,1,6,11,0,2,58.17,0.128,3.1,0.985,84.6,45.4,14,990,560
2017,1,6,11,30,1,56.86,0.128,2.4,0.979,84.6,42.53,14,980,584
2017,1,6,12,0,1,56.44,0.128,1.8,0.973,85.6,40.81,15,980,592
2017,1,6,12,30,2,56.91,0.128,1.4,0.983,85.6,40.8,15,980,584
2017,1,6,13,0,0,58.26,0.128,1.1,0.993,73.7,40.67,16,980,559
2017,1,6,13,30,1,60.43,0.128,1,1,73.7,40.66,16,980,519
2017,1,6,14,0,1,63.32,0.128,1,1.008,63.7,39.15,16,980,463
2017,1,6,14,30,1,66.86,0.128,0.7,1.012,63.7,41.76,15,980,395
2017,1,6,15,0,1,70.93,0.128,0.5,1.018,80.9,47.44,15,980,317
2017,1,6,15,30,1,75.45,0.128,0.3,1.022,80.9,50.63,14,980,230
2017,1,6,16,0,1,80.34,0.128,0.1,1.029,183.9,64.01,13,980,140
2017,1,6,16,30,1,85.54,0.128,0.2,1.04,183.9,68.41,12,980,54
2017,1,6,17,0,8,90.98,0.128,0.4,1.051,283.7,67.97,11,980,0
2017,1,6,17,30,3,96.63,0.128,0.4,1.065,283.7,72.71,10,990,0
2017,1,6,18,0,0,102.45,0.128,0.4,1.081,354.9,75.04,10,990,0
2017,1,6,18,30,0,108.39,0.128,0.6,1.115,354.9,80.31,9,990,0
2017,1,6,19,0,0,114.43,0.128,0.9,1.15,33.4,78.82,9,990,0
2017,1,6,19,30,0,120.56,0.128,1.1,1.219,33.4,78.84,9,990,0
2017,1,6,20,0,7,126.74,0.128,1.4,1.289,48.2,75.21,9,990,0
2017,1,6,20,30,1,132.94,0.128,1.5,1.382,48.2,80.51,8,990,0
2017,1,6,21,0,0,139.15,0.128,1.7,1.475,59.7,76.26,8,990,0
2017,1,6,21,30,0,145.31,0.128,1.8,1.551,59.7,76.26,8,990,0
2017,1,6,22,0,1,151.36,0.128,1.9,1.627,67.4,73.15,8,990,0
2017,1,6,22,30,1,157.17,0.128,1.9,1.675,67.4,73.13,8,990,0
2017,1,6,23,0,8,162.48,0.128,2,1.723,66.4,71.18,8,990,0
2017,1,6,23,30,8,166.62,0.128,2.1,1.771,66.4,71.16,8,990,0
2017,1,7,0,0,6,168.27,0.128,2.2,1.82,63.6,68.78,8,990,0
2017,1,7,0,30,8,166.48,0.128,2.1,1.867,63.6,68.79,8,990,0
2017,1,7,1,0,8,162.26,0.128,2.1,1.915,64.6,67.1,8,990,0
2017,1,7,1,30,8,156.92,0.128,2,1.942,64.6,67.11,8,990,0
2017,1,7,2,0,6,151.08,0.128,2,1.969,62.5,67.56,8,990,0
2017,1,7,2,30,8,145.02,0.128,2.1,2.005,62.5,67.55,8,990,0
2017,1,7,3,0,8,138.86,0.128,2.3,2.041,64.9,62.82,9,990,0
2017,1,7,3,30,8,132.65,0.128,1.9,2.161,64.9,62.86,9,990,0
2017,1,7,4,0,8,126.44,0.128,1.6,2.281,65.5,63.67,9,990,0
2017,1,7,4,30,8,120.26,0.128,1.6,2.397,65.5,63.69,9,990,0
2017,1,7,5,0,8,114.14,0.128,1.6,2.513,74.1,63.88,10,990,0
2017,1,7,5,30,8,108.09,0.128,1.9,2.573,74.1,68.35,9,990,0
2017,1,7,6,0,8,102.15,0.128,2.2,2.633,73,72.81,9,990,0
2017,1,7,6,30,8,96.34,0.128,2.6,2.658,73,72.83,9,990,0
2017,1,7,7,0,8,90.69,0.128,3,2.684,58.8,70.76,10,990,0
2017,1,7,7,30,4,85.25,0.128,3.6,2.709,58.8,70.75,10,990,32
2017,1,7,8,0,8,80.06,0.128,4.2,2.734,65.3,67.36,11,990,82
2017,1,7,8,30,8,75.18,0.128,4,2.744,65.3,63.02,12,990,135
2017,1,7,9,0,8,70.66,0.128,3.9,2.755,71.1,62.11,13,990,185
2017,1,7,9,30,8,66.6,0.128,3.4,2.743,71.1,58.17,14,990,191
2017,1,7,10,0,8,63.09,0.128,3,2.732,82.8,59.49,15,990,209
2017,1,7,10,30,8,60.21,0.128,2.6,2.726,82.8,59.47,15,990,266
2017,1,7,11,0,8,58.07,0.128,2.2,2.72,106.1,59.52,16,990,360
2017,1,7,11,30,6,56.75,0.128,2,2.696,106.1,59.49,16,990,275
2017,1,7,12,0,8,56.31,0.128,1.8,2.672,132.6,59.33,17,990,414
2017,1,7,12,30,8,56.77,0.128,1.7,2.624,132.6,59.32,17,990,398
2017,1,7,13,0,8,58.11,0.128,1.7,2.576,151.8,62.17,17,990,406
2017,1,7,13,30,8,60.27,0.128,1.6,2.534,151.8,62.17,17,990,353
2017,1,7,14,0,8,63.16,0.128,1.6,2.492,162.4,64.87,17,990,291
2017,1,7,14,30,3,66.69,0.128,1.4,2.474,162.4,69.17,16,990,248
2017,1,7,15,0,7,70.77,0.128,1.2,2.457,160.8,73.27,16,990,198
2017,1,7,15,30,8,75.29,0.128,1.1,2.472,160.8,78.16,15,990,143
2017,1,7,16,0,8,80.18,0.128,1,2.488,148.1,77.19,14,990,86
2017,1,7,16,30,8,85.38,0.128,1.1,2.526,148.1,82.38,13,990,33
2017,1,7,17,0,8,90.82,0.128,1.2,2.564,134,84.35,13,990,0
2017,1,7,17,30,6,96.48,0.128,1.3,2.499,134,84.35,13,990,0
2017,1,7,18,0,8,102.29,0.128,1.5,2.434,117.1,84.34,13,990,0
2017,1,7,18,30,8,108.24,0.128,1.6,2.326,117.1,90.11,12,990,0
2017,1,7,19,0,8,114.28,0.128,1.7,2.219,117.4,86.74,12,990,0
2017,1,7,19,30,8,120.41,0.128,1.7,2.161,117.4,86.75,12,990,0
2017,1,7,20,0,8,126.59,0.128,1.8,2.104,114.3,82.34,12,990,0
